"id","clubName","clubID","clubCity","clubEmail","clubWebsite","clubPhone"
"793","Quick","BBGZ35E","'S-GRAVENHAGE","bestuur@quick.nl","http://www.quick.nl","06-22330331"
"794","Brakkenstein","BBKV43N","NIJMEGEN","cv32@rksvbrakkenstein.nl","http://www.rksvbrakkenstein.nl","024-3556075"
"795","De Bevelanden","FKZM62Z","KLOETINGE","rdkrijger@zeelandnet.nl","http://www.zvvdebevelanden.nl","0113-231104"
"796","Chevremont","BBJT09U","KERKRADE","info@vvchevremont.nl","http://www.vvchevremont.nl","045-5355073/06-12592583"
"797","Victoria'04","GDQB71P","VLAARDINGEN","info@victoria04.nl","http://www.victoria04.nl","06-50910428"
"798","Aengwirden","BBBD80P","TJALLEBERD","info@vvaengwirden.nl","https://www.vvaengwirden.nl/","0513-529850"
"799","WFB","BBFB038","OUDDORP ZH","info@vvwfb.nl","http://www.vvwfb.nl","0187-681606"
"800","DRL","BBDX043","ROTTERDAM","info@svdrl.nl","http://www.svdrl.nl","010-4321676"
"801","SCO","BBJJ06B","OOSTERHOUT NB","secretaris@vvsco.nl","http://www.vvsco.nl","06-21828063"
"802","GJS","BBHW50H","GORINCHEM","info@gjs-gorinchem.nl","http://www.gjs-gorinchem.nl","0183-631994"
"803","VEW","BBDB57H","HEEMSTEDE","bram.vew@gmail.com","https://www.vewheemstede.nl/","06-14858843"
"804","Stedum","BBBC59A","STEDUM","hethogenoorden@planet.nl","http://www.vvstedum.com","06-13987406"
"805","Enter","BBKY18Y","ENTER","info@sventer.nl","http://sventer.nl","06-25002384"
"806","'s Helo","BBCB558","ERMELO","jurmelo@hotmail.com","http://www.shelo.nl","0613325653"
"807","VIOS B.","BBKW766","BELTRUM","ivospilman@hotmail.com","http://www.viosbeltrum.nl","06-13372939"
"808","Libertas","BBDB04T","UITHOORN","prive@vanhilten.eu",,"06-51609373"
"809","Purmerland","BBFW868","PURMERLAND","secrscp@gmail.com","http://www.scpurmerland.nl/","0299-470278"
"810","HJSC","BBBF28F","HOMMERTS","dvandergaast@hetnet.nl","http://www.hjsc.nl","06-38900237"
"811","Spaarnwoude  sv.","BBCY89Y","SPAARNDAM","svspaarnwoudevoetbal@gmail.com","http://www.svspaarnwoude.nl","06-48620044"
"812","Baarlo","BBJS21R","BAARLO LB","secretaris@vvbaarlo.nl","http://www.vvbaarlo.nl","077-4772533"
"813","DWO","BBGV30X","ZOETERMEER","secretaris@svdwo.nl","http://www.svdwo.nl","06-24664029"
"814","Beringe ZVV","BBJX18M","BERINGE","thijs@thinfradesign.nl","http://zvvb.nl","077-3077313"
"815","Anadolu '90","BBKX92D","EERBEEK","kemalsener@live.nl",,"0313-654213"
"816","Akkrum","BBBB04F","AKKRUM","bestuur@vvakkrum.nl","http://www.vvakkrum.nl","06-20546968"
"817","AVIOS/DBV","RSQZ40B","ALPHEN GLD","antoonvt@kpnmail.nl",,"06-37173189"
"818","Philippine","BBHY008","PHILIPPINE","william_de-bruyn@cargill.com","http://www.vvphilippine.nl","06-29550354"
"819","SDO'39","BBHZ15F","LAGE MIERDE","dirk@boerenkamp.com","http://www.sdo39.nl","06-40270858"
"820","Candia '66","BBBZ92S","RHENEN","secretaris@candia66.nl","http://www.candia66.nl","0651302711"
"821","HC '03","GCPX59H","DREMPT","hc-03@hc-03.nl","http://www.hc-03.nl","06-25581969"
"822","ZSGOWMS","BBCZ47P","AMSTERDAM","zsgowms@msn.com","http://www.zsgowms.nl","06-27127380"
"823","Westzaan","BBFX25S","WESTZAAN","secretaris@vvvwestzaan.nl","http://www.vvvwestzaan.nl","06-24278346"
"824","SVM","BBBC85F","MARKNESSE","secretariaat@svmvoetbal.nl","http://www.svmvoetbal.nl",
"825","Spirit 30 (SC)","BBFW813","HOOGKARSPEL","secretaris@spirit30.nl","http://www.spirit30.nl","0627490136"
"826","Nicolaas Boys","BBFD08N","NIEUWVEEN","bestuur@nicolaasboys.nl","http://www.nicolaasboys.nl","06-23669893"
"827","Juliana '32","BBKY83G","HENGELO OV","a.vanderweert@home.nl","http://www.svjuliana32.nl","074-2439958"
"828","Vilsteren","BBKY353","VILSTEREN","vvvilsteren@hetnet.nl","http://www.vvvilsteren.nl","0529-458529"
"829","Overbos  sv.","BBCZ079","HOOFDDORP","secretaris@overbos.nl","http://www.overbos.nl","023-5638777"
"830","RKSV Nuenen","BBJG55E","NUENEN",,,
"831","SJO Serooskerke/Veere","SQGT12L","SEROOSKERKE WALCHEREN","c.r.l.coenen@gmail.com","http://vvserooskerke.nl","06-28155225"
"832","LSV","BBHV73B","BOXTEL","secretariaat@vv-lsv.nl","https://vv-lsv.nl","0411-675651"
"833","SSV'65","BBJL89I","GOES","fritsjoosse@hotmail.com","https://www.ssv65.nl","06-57844175"
"834","FC Eibergen","LZVL616","EIBERGEN","secretaris@fceibergen.nl","http://www.fceibergen.nl","0655858705"
"835","SC Gastel","BBJD722","OUD GASTEL","info@scgastel.nl","http://www.scgastel.nl","0165-727301"
"836","Froombosch","BBBF81Q","FROOMBOSCH","mwolthof@home.nl","http://www.vvfroombosch.nl","0598-390034"
"837","Go Ahead Kampen","BBKR84G","KAMPEN","bestuur@goaheadkampen.nl","http://www.goaheadkampen.nl","06-47158741"
"838","DIOSA","BBKT95U","BALGOIJ","info@scdiosa.nl","http://scdiosa.nl/","06-51705527"
"839","NVS","BBJG73I","NIEUW-VOSSEMEER","janknuit.nvs@home.nl","http://www.nvsvoetbal.nl","0167-502542"
"840","Dodewaard","BBKS162","DODEWAARD","mathijssenamy@gmail.com","http://www.vvdodewaard.nl/","06-42404754"
"841","SVBS'77","BBBN44N","BELT-SCHUTSLOOT","secretaris@svbs77.nl","http://www.svbs77.nl","06-55906893"
"842","Weltania","BBJT58E","HEERLEN","secretaris@weltania.nl","http://www.weltania.nl","06-53727487"
"843","Fortuna Wormerveer sv","GFBG89C","WORMERVEER","info@fortuna-wormerveer.nl","http://www.fortuna-wormerveer.nl","0756400425"
"844","Zuidvogels HSV De","BBBZ61I","HUIZEN","secretaris@hsvdezuidvogels.nl","http://www.hsvdezuidvogels.nl","035 - 525 28 33"
"845","Kesteren","BBKR68E","KESTEREN","info@vvkesteren.nl","http://www.vvkesteren.nl","0488-482737"
"846","SJO HSVC'20","SVZP36T","KLOOSTERZANDE","jordyvantroost@zeelandnet.nl","http://www.hsvc20.nl","0620755983"
"847","GHVV'13","RSHB14H","GEERVLIET","secretaris@ghvv13.nl","https://www.ghvv13.nl/","0181 - 30 13 90"
"848","Westerwolde","BBBG49R","VLAGTWEDDE","voorzitter@vvwesterwolde.nl","http://www.vvwesterwolde.nl","06-21310664"
"849","GOZ","BBFB10M","MIJNSHEERENLAND","info@vvgoz.nl","http://www.vvgoz.nl","0186-685965"
"850","RKAVV","BBGZ88W","LEIDSCHENDAM","bestuur@rkavv.nl","http://www.rkavv.nl","06-22951452"
"851","NKVV","BBBB827","DALERPEEL","secretaris@nkvv.nl","http://www.nkvv.nl","0524-571492"
"852","THOS","BBBF79V","BEERTA","jaapsmeins@hotmail.nl","http://www.svthos.nl","06-29487737"
"853","NSVV FC Kunde","GKSC86R","NIJMEGEN","bestuur@fckunde.nl","http://www.fckunde.nl","06-46625142"
"854","KMD","BBGW452","WATERINGEN","secretaris@sv-kmd.nl","http://www.sv-kmd.nl","+31644404879"
"855","Wadenoijen","BBJF33Z","WADENOIJEN","info@vvwadenoyen.nl","http://www.vvwadenoyen.nl","0344661594"
"856","Raptim","BBJB40P","GORINCHEM","g.lugt@tele2.nl","http://www.gvvraptim.nl","0654350688---- 0183614467"
"857","Botlek, SC","BBDY783","SPIJKENISSE","info@scbotlek.nl","https://www.scbotlek.nl","0181613130"
"858","SJO Krijtland","SQJX86J","MARGRATEN","benvanwissen@hotmail.com","http://www.sjokrijtland.nl","06-10681650"
"859","AVV","FVJL577","HOORN TERSCHELLING","hesselhek@hotmail.com","http://www.avv-terschelling.nl","0645069882"
"860","Koedijk","BBFZ519","KOEDIJK","voetbalbestuur@svkoedijk.nl","http://www.svkoedijk.nl","06-34852122"
"861","Drechtstreek","BBHY24C","PAPENDRECHT","secretaris@vvdrechtstreek.nl","http://www.vvdrechtstreek.nl","078-6153778"
"862","OVCS","BBJW76X","SITTARD","secretaris@ovcs.nl","http://www.ovcs.nl","06-29526557"
"863","Drachtster Boys","BBBF18C","DRACHTEN","secretaris@drachtsterboys.nl","http://www.drachtsterboys.nl","0512-517067"
"864","Boeimeer","BBHW74H","BREDA","secretaris@boeimeer.nl","http://www.boeimeer.nl","06-30954616"
"865","Olympia Haarlem","BBDD034","HAARLEM","voetbal.secretaris@olympiahaarlem.nl","http://www.olympiahaarlem.nl",
"866","Hilvaria","BBJH49K","HILVARENBEEK","info@hilvaria.nl","http://www.hilvaria.nl","013-5054157"
"867","EZV","QZRQ70C","ENSCHEDE","info@enschedezv.nl","http://www.enschedezv.nl","0617459158"
"868","JSV Nieuwegein","BBCC38A","NIEUWEGEIN","bestuur@jsv-nieuwegein.nl","http://www.jsv-nieuwegein.nl","030-6032111"
"869","G.S.F.V. Drs. Vijfje","GGPB20B",,"secretaris@vijfje.nl","http://drs.vijfje.nl","06-17502582"
"870","Achilles '29","BBKR374","GROESBEEK","theo@rksvachilles29.nl","http://www.achilles1929.nl","0653159040"
"871","Kwadijk","BBFW53U","KWADIJK","alex_lurch@hotmail.com","http://www.vvkwadijk.nl","06-51171618"
"872","Sp. Neede","BBKT47H","NEEDE","m.geerts@sportclubneede.nl","http://www.sportclubneede.nl","06-41625625"
"873","VVU Ardahanspor","BBCC99T","UTRECHT","yakup.prive@gmail.com","http://www.ardahanspor.nl","0624751118 / 0624606470"
"874","Atletico Club Amsterdam","RSHV705","AMSTERDAM","secretariaat@ac-amsterdam.com","http://ac-amsterdam.com","0657742490"
"875","DVSG","BBKS80R","GROESBEEK","dvsgsecretariaat@gmail.com","http://www.dvsg.nl","06-13144262"
"876","Pusphaira","BBJG88Q","EINDHOVEN","bestuur@pusphaira.nl","http://www.pusphaira.nl","06-41708232"
"877","HBC'09","MMJH95N","BUCHTEN","pmm.hecker.6123bt@canaldigitaal.nl","http://www.hbc09.nl","06-28454085"
"878","SSS'18","BBJT74G","OVERLOON","secretaris@sss18.nl","http://www.sss18.nl","06-50665816"
"879","KVVA","BBCC09W","AMERSFOORT","m.beauveser@casema.nl","http://kvva.nl","06-30565759"
"880","ARC","BBGX00U","ALPHEN AAN DEN RIJN","arry.zwaan@kpnmail.nl","https://www.svarc.nl","06-54731884"
"881","Eindse Boys","BBJS06M","NEDERWEERT-EIND","secretaris@eindseboys.nl","http://www.eindseboys.nl","06-23669012"
"882","Borger","BBBB562","BORGER","secretaris@svborger.com","http://www.svborger.com","06-27279846"
"883","Zandhuizen","BBBF25C","ZANDHUIZEN","zandhuizen@live.nl","http://www.vvzandhuizen.nl","0561-430246"
"884","DEVO","BBJB69U","BOSSCHENHOOFD","vvdevo@hotmail.com","http://www.vvdevo.nl","06-52684851"
"885","ZSV","BBJG266","DEURNE","secretaris@zsvzeilberg.nl","http://www.wakanutgeve.nl","06-17103660"
"886","RCH","BBCZ19I","HEEMSTEDE","info@rch-voetbal.nl","https://www.rch-voetbal.nl","023-5325890"
"887","SV Unitas'59","BBJD01A","EINDHOVEN","info@unitas59.nl","https://www.unitas59.nl","040-2422883"
"888","SVO Sporting Peel en Maas","SQNM40I","PANNINGEN","bramreijnen@kpnmail.nl","http://www.sportingpeelenmaas.nl","06-29130078"
"889","De Blesse","BBBN56S","BLESDIJKE","vvdeblesse@gmail.com","http://www.vvdeblesse.nl","0561-441800"
"890","De Treffer '16","FWVQ28H","2E EXLOERMOND","secretariaat@vvdetreffer16.nl","http://www.vvdetreffer16.nl","0651396250"
"891","FC Bergeijk","FNHT24Z","BERGEIJK","info@fcbergeijk.nl","http://www.fcbergeijk.nl","0682752013"
"892","Wiron","BBFX28V","DEN OEVER","secretariaatwiron@hotmail.com","http://www.vvwiron.nl","06-53804060"
"893","Jabeek ZVV/Decorstuc","BBJX46T",,"andrepennings@hotmail.com",,"046-4424888/06-37009748"
"894","RFC","SLXZ28M","RAAMSDONKSVEER","wedstrijdsecretaris@rfc2017.nl","http://www.rfc2017.nl","06-44220592"
"895","Valken de","BBFX07K","HEM","ron.laan@hetnet.nl","http://www.svdevalken.com","0228-543215"
"896","SJO MEC/Bredevoort","QZSP508","WINTERSWIJK MISTE","ineke.vgoor@gmail.com","http://www.svbredevoort.nl",
"897","Nooit Gedacht","BBJB78W","GEFFEN","wilcocremers@home.nl","http://www.nooitgedachtgeffen.nl","073-5324001"
"898","Hovocubo","BBFX97H","HOORN NH","secretaris@hovocubo.nl","http://www.hovocubo.nl","06-10520132"
"899","Beuningse Boys","BBKY57B","BEUNINGEN GLD","secretaris@beuningseboys.nl","http://www.beuningseboys.nl","06-25512241"
"900","V.V. Heeg","BBBF063","HEEG","s.talstra17@ziggo.nl","http://www.vvheeg.nl","0515-444911"
"901","Venlo'19","STJK06R","VENLO","h.gunduz55@live.nl",,"0641170740"
"902","Baronie","BBJK09J","BREDA","t.vanbeek@vvbaronie.nl","https://www.vvbaronie.nl","076-5651461"
"903","Ziekenhuis Amstelveen zvv/Borstpoli","BBDB267","KUDELSTAART","ronald.j.bergkamp@eur.appliedbiosystems.com",,"06-54200337"
"904","FC 's-Gravenzande","NKRG124","'S-GRAVENZANDE","info@fcsgravenzande.nl","http://www.fcsgravenzande.nl","06-10570872"
"905","Vierhouten '82","BBKX554","VIERHOUTEN","info@vierhouten82.nl","http://www.vierhouten82.nl","0682313228"
"906","Feyenoord","BBFC26Q","ROTTERDAM","r.kern@feyenoord.nl","http://www.feyenoord.nl","06-53238678"
"907","Waterpoort Boys","BBBF126","SNEEK","edotinga@home.nl","http://waterpoortboys.weebly.com/","0515-415961"
"908","Ajax B","BBKV23H","BREEDENBROEK","secretaris@ajaxb.nl","http://www.ajaxb.nl","0315-655755"
"909","Stevo","BBKT20E","GEESTEREN OV","b.maathuis@wagenborg.com","http://www.stevo.nl","0548-626054"
"910","RZV MIDZAVO","FKZM632","MIDDELBURG","ivreeke1@zeelandnet.nl",,
"911","De Haantjes","BBJT65E","GELEEN","erich@xs4all.nl",,"046-4755541"
"912","Abdissenbosch","BBJS03J","LANDGRAAF","info@svabdissenbosch.nl","http://www.svabdissenbosch.nl","045 531 06 40"
"913","VZV","BBFX13N","'T VELD","leo.astrid@quicknet.nl","http://www.vzvvoetbal.nl","06-30754575"
"914","FC Moerstraten","BBJH71L","MOERSTRATEN","ad.bartels@home.nl","https://www.facebook.com/fcmoerstraten/","0165-300041"
"915","Witteveense Boys'87","BBBG36L","WITTEVEEN","secretaris@witteveenseboys.nl","http://www.witteveenseboys.nl","06-55883245"
"916","SDC Putten","BBBZ59N","PUTTEN","secretaris@sdcputten.nl","http://www.sdcputten.nl","06 -11 35 32 06"
"917","Hapse Boys","BBJH43E","HAPS","secretariaat@hapseboys.nl","http://www.hapseboys.nl","06-23911700"
"918","RCS","BBJL51Z","OOST-SOUBURG","rrosevelt@zeelandnet.nl","http://www.vvrcs.nl","0118-465564"
"919","Kamerik","BBCB02K","KAMERIK","secretaris@vvkamerik.nl","http://www.vvkamerik.nl","0348-401906"
"920","RBC","PKCV94Q","ROOSENDAAL","secretaris@rbcvoetbal.nl","http://www.rbcvoetbal.nl","0165-328259"
"921","Halsteren","BBJD57Z","HALSTEREN","info@rksvhalsteren.nl","http://www.rksvhalsteren.nl","0164-684239"
"922","ELI","BBJK37U","LIESHOUT","pauldonkers@onsbrabantnet.nl","https://www.rkvveli.nl","0499-421906"
"923","Sleeuwijk","BBJB85W","SLEEUWIJK","secretaris@vvsleeuwijk.nl","http://www.vvsleeuwijk.nl","06 12 76 33 12"
"924","Rood Groen LVC'01","FWDN082","VAALS","info@roodgroenlvc01.nl","http://www.roodgroenlvc01.nl","06-51034569"
"925","TOP'63","BBBN47Q","OPPENHUIZEN","secretaris@top63.com","http://www.top63.com","06-37226725"
"926","Oldenzaal","BBKW39V","OLDENZAAL","bestuur@voetbalverenigingoldenzaal.nl","https://www.vvoldenzaal.nl","0614475254"
"927","Bunde","BBJT04P","BUNDE","info@vvbunde.nl","http://www.vvbunde.nl","06 1365 3802"
"928","GSC ESDO","BBGV594","'S-GRAVENHAGE","info@gscesdo.nl","http://www.gscesdo.nl","070-3311094"
"929","Noordwolde","BBBC23T","NOORDWOLDE GN","noordwoldebestuur@hotmail.com","http://www.vvnoordwolde.com","050-3014296"
"930","Etyfoor","BBDD28J","NIEUW-VENNEP","info@koningsland.eu",,"06-20417702"
"931","Wentersel/D'n Babbel","GKRJ56C","VESSEM","g.leermakers10@kpnmail.nl",,"0497-845308"
"932","Steenwijkerwold","BBBC70H","STEENWIJKERWOLD","secretariaat@svsteenwijkerwold.nl","http://www.svsteenwijkerwold.nl","0521-880044"
"933","KSD-Marine","PWRJ83T","'S-GRAVENHAGE","bestuur@ksdmarine.nl","http://www.ksdmarine.nl","0703240328"
"934","RDM","BBFC664","ROTTERDAM","svrdm1915@gmail.com","http://www.svrdm.nl",
"935","SJO ESB '19","RSNG99B","EYS","jeugdcommissie@zwart-wit.com","https://sjo-esb19.nl","06-11400492"
"936","Oostkapelle","BBHX74M","OOSTKAPELLE","secretaris@vvoostkapelle.nl","http://www.vvoostkapelle.nl","0118-582293"
"937","FC Dinxperlo","BBKS06T","DINXPERLO","rmvdijk@upcmail.nl","http://www.fcdinxperlo.nl","(06) 5334 8445"
"938","RIOS'31","BBJT62B","ECHT","info@rios31.nl","http://www.rios31.nl","0475-482742"
"939","Pax","BBKR22U","HENGELO GLD","hermangrootwassink@gmail.com","http://www.paxhengelo.nl","0653559164"
"940","Oudehaske","BBBN39P","OUDEHASKE","info@vvoudehaske.nl","http://www.vvoudehaske.nl","0626747855"
"941","FC Eindhoven","FFFR562","EINDHOVEN","academy@fc-eindhoven.nl","http://www.fc-eindhoven.nl","040-2112967"
"942","Doetinchem","BBKW47W","DOETINCHEM","info@vvdoetinchem.nl","http://www.vvdoetinchem.nl","0314-333382"
"943","Potetos","BBBC99M","GRONINGEN","onnokooy@gmail.com","http://www.vvpotetos.nl","06-48902176"
"944","WVF","BBKY50E","ZWOLLE","secretaris@wvf.nl","https://www.wvf.nl",
"945","Gouda","BBFC35S","GOUDA","secretaris@svgouda.nl","http://www.svgouda.nl","0182-570348"
"946","Sarto","BBHY44I","TILBURG","info@rksvsarto.nl","http://www.rksvsarto.nl","013-4678921"
"947","Sporting Heerlen","BBJS80K","HEERLEN","bestuur.sportingheerlen@gmail.com","http://www.sportingheerlen.nl","045-5721736"
"948","Alcmaria Victrix","BBFW08G","ALKMAAR","secretarisvoetbal@alcmariavictrix.nl","http://www.alcmariavictrix.nl","0654295595"
"949","BSVV","BBBB779","BOVENSMILDE","secretaris@bsvv.nl","http://www.bsvv.nl","0592-414402"
"950","Lemele","BBKW814","LEMELE","a.boezelman@ziggo.nl","http://www.sclemele.nl","0572-331601"
"951","TSV Twisk","BBFW98D","TWISK","janroos@quicknet.nl","http://1999297.cm42rcmp.widgets-app.hostnet.nl/Voetbal/Voetbalpr","06-21514635"
"952","ZVV Gulpen/Galouppe","BBJW39O","GULPEN","zvvgulpen.galouppe@hotmail.com","http://www.zvvgulpen.nl","06-27213757"
"953","SJO NWVV/Titan","FFHL77R","NIEUW-WEERDINGE","secretarisnwvvtitan@gmail.com","http://www.vvtitan.nl/jeugdafdeling.html","06-48255897"
"954","VVGZ","BBJC897","ZWIJNDRECHT","agoedegebuur@planet.nl","http://www.vvgz.nl","06-39545648"
"955","Wieldrecht","BBJD06F","DORDRECHT","secretaris@wieldrecht.nl","http://www.wieldrecht.nl","0786181382"
"956","Melderslo","BBJT12U","MELDERSLO","info@svmelderslo.nl","https://www.svmelderslo.nl","077-3987288"
"957","Blauw Geel '55","BBKX10V","EDE GLD","secretaris@blauwgeel55.nl","http://www.blauwgeel55.nl","0318-636579"
"958","Groningen","BBBG73U","GRONINGEN","secretaris@vvgroningen.nl","http://www.vvgroningen.nl","06-38068195"
"959","LSVV 70","BBGZ80Y","LEIDEN","bestuur.lsvv70@gmail.com","http://www.lsvv70.nl","06-26781763"
"960","Valthermond","BBBL60P","VALTHERMOND","info@vvvalthermond.nl","http://www.vvvalthermond.nl","0599-661564"
"961","Loosduinen","BBGW599","'S-GRAVENHAGE","secretaris@svloosduinen.nl","http://www.svloosduinen.com","06-13809554"
"962","RZV Oss","FJJM08W","HEESCH","grifdin@home.nl",,"0412-854195"
"963","Stroe","BBCC60L","STROE","secretarisvvstroe@gmail.com","http://www.vvstroe.nl/","06-29032169"
"964","Smerdiek","BBHZ57T","SINT-MAARTENSDIJK","secretaris@smerdiek.nl","http://www.smerdiek.nl","0166-663580"
"965","Schinveld","BBJS512","SCHINVELD","jreubzaet@ziggo.nl","http://www.olympiaschinveld.nl","06-11101291"
"966","z.v.v Olympia GO","QZTZ64S","SOMMELSDIJK","algemeenmanager@destaver.nl",,"06-11952405"
"967","Holwerd","BBBF40N","HOLWERD","dijkstra-holwerd@hetnet.nl","http://www.vvholwerd.nl","06-44090002"
"968","GVV Eilermark","BBKX07L","ENSCHEDE","eilermark@hotmail.nl","http://www.gvveilermark.nl","0653185276"
"969","Leveroy","BBJS77E","LEVEROY","a.cillekens2@chello.nl","http://www.svleveroy.nl","06-14616725"
"970","SJO Lebo/SVN/VVB","PXFX60R","LEWEDORP","jeugd@vvlebo.nl","http://www.vvlebo.nl",
"971","Rivierwijkers","BBBZ97X","UTRECHT","info.rivierwijkers@gmail.com","http://www.rivierwijkers.nl","0641166567"
"972","RZV Uden","FJMG88H","UDEN","th.jansen@telfort.nl","http://www.zvuden.nl","0413-267384"
"973","DWZ","BBBC29Z","VEENDAM","info@vvdwz.nl","http://www.vvdwz.nl","06-53771998"
"974","Spcl. Brummen","BBKT83P","BRUMMEN","secretariaat@sportclubbrummen.nl","http://www.sportclubbrummen.nl","0575-564400"
"975","Wijk aan Zee","BBFX20X","WIJK AAN ZEE","bestuur@svwijkaanzee.nl","http://www.svwijkaanzee.nl","0618585535"
"976","Zaandijk","BBFX553","ZAANDAM","wedstrijdsecretariaat@zvvzaandijk.nl","http://www.zvvzaandijk.nl","06-41334967"
"977","AFC Quick 1890","BBCC74I","AMERSFOORT","ledenadmin@afcquick1890.nl","https://www.afcquick1890.nl","033-4610759"
"978","FCZSW/FC Zaanstreek","QZTX349","WESTKNOLLENDAM","r.kerssens@kpnmail.nl","http://www.fczsw.nl","0653334163"
"979","RZV Erp","FJHZ63W","ERP","ferryvanzutphen@hotmail.com","http://www.zve-erp.nl","0413-211694"
"980","Sliedrecht","BBJB906","SLIEDRECHT","secretaris@vvsliedrecht.nl","http://www.vvsliedrecht.nl","0184-490197  06-34736339"
"981","SNC'14","QLFQ10S","NOORBEEK","secretariaat@snc14.nl","http://www.snc14.nl","06-15007366"
"982","AZ Voetbalacademie","BBFZ56E","WIJDEWORMER","info@az.nl","http://www.az.nl","0229709701"
"983","HDV","BBGV664","'S-GRAVENHAGE","hdvvoetbal@kpnmail.nl","https://www.houdtdappervol.com","06-40104767"
"984","FC Bordkrijt","BBCB25X","ERMELO","secretaris@fcbordkrijt.nl","http://www.fcbordkrijt.nl","06-22077530"
"985","Egelantier Boys, de","BBFB17J","ROTTERDAM","suadbasic@hotmail.com","http://www.egelantier-boys.nl","06-52649720"
"986","Vlielandse Sport Vereniging '31","SPRW278","VLIELAND","ellenkroon@live.nl","http://www.voetbalopvlieland.nl","06-22750083"
"987","Neerbeek/Bandencentrum Geleen","BBJW10J","BEEK LB","tomdamoiseaux@gmail.com",,"06-13831978"
"988","Inside","BBFY22U","ALKMAAR","e.jutte@chello.nl",,"06-30686447"
"989","De Veluwse Boys","BBBZ66N","GARDEREN","info@veluwseboys.nl","http://www.veluwseboys.nl","0577-460507"
"990","VCB","BBJL25U","BIEZENMORTEL","adrivangils@home.nl","http://www.vcbbiezenmortel.nl",
"991","EWC'46","BBJW57S","WELL L","secretariaat@ewc46.nl","http://www.ewc46.nl","0478-502753"
"992","Emmen","BBBF45I","EMMEN","info@vvemmen.nl","http://www.vvemmen.nl","0591-626370"
"993","VV Hellas","PWFN00C","KLIMMEN","info@vv-hellas.nl","http://www.vv-hellas.nl","045-4052058"
